Age,Workclass,fnlwgt,Education,education-num,Marital-status,Marital-Status Index,Occupation,relationship,race,sex,captial gain,capital loss,hours per week,Native-country,Salary range,Salary
55, Private,52953, HS-grad,9, Divorced,3, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K,37643
30, Private,221043, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K,36678
59, Federal-gov,115389, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K,40498
45, Self-emp-not-inc,204205, 10th,6, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K,37669
52, Private,338816, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K,362344
21, Private,197387, HS-grad,9, Never-married,1, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K,18651
31, Private,42485, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,55, United-States, <=50K,21660
29, Private,367706, Some-college,10, Never-married,1, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K,44501
24, Private,102493, HS-grad,9, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,33016
17, Private,263746, 10th,6, Never-married,1, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K,26078
47, Private,115358, HS-grad,9, Divorced,3, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K,17035
46, Private,189680, Some-college,10, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,50, United-States, >50K,232598
32, ?,282622, HS-grad,9, Divorced,3, ?, Unmarried, White, Female,0,0,28, United-States, <=50K,30450
34, Private,127651, 10th,6, Never-married,1, Farming-fishing, Not-in-family, White, Male,0,0,44, ?, <=50K,22504
63, Private,230823, 12th,8, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K,32760
21, Private,300812, Some-college,10, Never-married,1, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K,16915
18, Private,174732, HS-grad,9, Never-married,1, Other-service, Other-relative, Black, Male,0,0,36, United-States, <=50K,39398
49, State-gov,183710, Doctorate,16, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,140599
81, Self-emp-not-inc,137018, HS-grad,9, Widowed,7, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K,47390
36, Self-emp-inc,213008, Assoc-acdm,12, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,122983
47, Private,357848, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,213039
36, Private,165799, Masters,14, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,50, United-States, >50K,290569
39, Self-emp-not-inc,188571, Assoc-voc,11, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K,12130
46, Private,97883, Bachelors,13, Never-married,1, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K,14404
43, Local-gov,105862, Some-college,10, Married-civ-spouse,2, Adm-clerical, Wife, White, Female,0,1902,40, United-States, >50K,268857
39, Local-gov,57424, Bachelors,13, Divorced,3, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K,48361
29, Private,151476, Some-college,10, Separated,5, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,21478
23, Private,129583, HS-grad,9, Never-married,1, Handlers-cleaners, Own-child, Black, Female,0,0,16, United-States, <=50K,46683
57, Private,180920, 10th,6, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K,36971
38, Self-emp-not-inc,182416, HS-grad,9, Never-married,1, Sales, Unmarried, Black, Female,0,0,42, United-States, <=50K,20257
25, Private,251915, Bachelors,13, Never-married,1, Sales, Own-child, White, Female,0,0,40, United-States, <=50K,31385
39, Local-gov,187127, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,16025
24, Private,69045, Some-college,10, Never-married,1, Sales, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K,10693
56, Private,192869, Masters,14, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,1977,44, United-States, >50K,168364
39, Private,74163, 12th,8, Divorced,3, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,18879
23, Private,60847, Assoc-voc,11, Never-married,1, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K,17152
17, ?,213055, 11th,7, Never-married,1, ?, Not-in-family, Other, Female,0,0,20, United-States, <=50K,44515
67, Self-emp-not-inc,116057, HS-grad,9, Divorced,3, Exec-managerial, Not-in-family, White, Female,3273,0,16, United-States, <=50K,24285
41, Private,82393, Bachelors,13, Never-married,1, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K,30683
24, Local-gov,134181, Bachelors,13, Never-married,1, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K,47006
51, Private,159910, Bachelors,13, Divorced,3, Exec-managerial, Not-in-family, Black, Male,10520,0,40, United-States, >50K,297079
30, Self-emp-inc,117570, HS-grad,9, Divorced,3, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K,13879
47, Self-emp-inc,214169, HS-grad,9, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,15024,0,40, United-States, >50K,232346
56, Private,56331, HS-grad,9, Never-married,1, Machine-op-inspct, Not-in-family, White, Male,0,0,32, United-States, <=50K,46845
51, Private,35576, HS-grad,9, Divorced,3, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K,16917
57, Self-emp-not-inc,149168, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K,13324
34, Private,157165, Some-college,10, Divorced,3, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K,21767
24, Private,278130, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K,41921
57, Private,257200, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,18581
38, Private,283122, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K,337430
23, Private,580248, HS-grad,9, Never-married,1, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K,48268
35, Private,230054, 7th-8th,4, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K,33266
58, Private,519006, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K,15172
19, ?,37332, HS-grad,9, Never-married,1, ?, Own-child, White, Female,1055,0,12, United-States, <=50K,22287
19, ?,365871, 7th-8th,4, Never-married,1, ?, Not-in-family, White, Male,0,0,40, Mexico, <=50K,43055
68, State-gov,235882, Doctorate,16, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,2377,60, United-States, >50K,308757
43, Private,336513, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K,223790
17, Private,115551, 11th,7, Never-married,1, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K,24051
53, State-gov,50048, Doctorate,16, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K,151398
37, Self-emp-inc,382802, Doctorate,16, Married-civ-spouse,2, Prof-specialty, Husband, Black, Male,0,0,99, United-States, >50K,359846
21, ?,180303, Bachelors,13, Never-married,1, ?, Not-in-family, Asian-Pac-Islander, Male,0,0,25, ?, <=50K,22264
63, Private,106023, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,93131
31, Private,332379, Some-college,10, Married-spouse-absent,4, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K,41106
29, Private,95465, HS-grad,9, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,17395
43, Local-gov,96102, Some-college,10, Married-civ-spouse,2, Protective-serv, Husband, White, Male,0,1887,40, United-States, >50K,180991
27, Private,36440, Prof-school,15, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States, >50K,126743
25, Self-emp-not-inc,209384, HS-grad,9, Never-married,1, Other-service, Other-relative, White, Male,0,0,32, United-States, <=50K,18581
28, Private,50814, HS-grad,9, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,22931
54, Private,143865, HS-grad,9, Divorced,3, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K,44987
74, ?,104661, Some-college,10, Widowed,7, ?, Not-in-family, White, Female,0,0,12, United-States, <=50K,30288
31, Local-gov,50442, Some-college,10, Never-married,1, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K,41087
23, Private,236601, Some-college,10, Never-married,1, Tech-support, Not-in-family, White, Male,0,0,48, United-States, <=50K,48731
19, Private,100999, Bachelors,13, Never-married,1, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K,30609
39, ?,362685, Preschool,1, Widowed,7, ?, Not-in-family, White, Female,0,0,20, El-Salvador, <=50K,21267
61, Self-emp-not-inc,32423, HS-grad,9, Married-civ-spouse,2, Farming-fishing, Wife, White, Female,22040,0,40, United-States, <=50K,29426
59, ?,154236, HS-grad,9, Married-civ-spouse,2, ?, Wife, White, Female,7688,0,40, United-States, >50K,154191
27, Self-emp-inc,153546, Assoc-voc,11, Married-civ-spouse,2, Other-service, Wife, White, Female,0,0,36, United-States, >50K,148406
19, Private,182355, Some-college,10, Never-married,1, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K,35678
23, ?,191444, HS-grad,9, Never-married,1, ?, Own-child, White, Male,0,0,40, United-States, <=50K,13077
25, Local-gov,44216, HS-grad,9, Divorced,3, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K,44387
40, Private,97688, Some-college,10, Married-civ-spouse,2, Tech-support, Husband, White, Male,0,0,48, United-States, >50K,218240
53, Private,209022, 11th,7, Divorced,3, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K,30648
32, Private,96016, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K,22631
72, Self-emp-not-inc,52138, Doctorate,16, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,2392,25, United-States, >50K,234292
61, Private,159046, 7th-8th,4, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,41936
42, Private,138634, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,40, United-States, <=50K,46002
17, Private,130125, 10th,6, Never-married,1, Other-service, Own-child, Amer-Indian-Eskimo, Female,1055,0,20, United-States, <=50K,32534
73, Private,247355, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,16, Canada, <=50K,35531
41, Self-emp-not-inc,227065, Some-college,10, Separated,5, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,40037
23, Private,244771, Some-college,10, Never-married,1, Machine-op-inspct, Own-child, Black, Female,0,0,20, Jamaica, <=50K,28414
23, Private,215616, HS-grad,9, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada, <=50K,25862
65, Private,386672, Assoc-voc,11, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,15, United-States, <=50K,44032
45, Self-emp-inc,177543, HS-grad,9, Married-civ-spouse,2, Sales, Wife, White, Female,0,0,50, United-States, <=50K,45988
52, Federal-gov,617021, Bachelors,13, Married-civ-spouse,2, Tech-support, Husband, Black, Male,7688,0,40, United-States, >50K,196037
24, Local-gov,117109, Bachelors,13, Never-married,1, Adm-clerical, Own-child, Black, Female,0,0,27, United-States, <=50K,12585
23, Private,373550, Assoc-voc,11, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,18153
30, Private,19847, Some-college,10, Divorced,3, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K,48147
26, Private,189590, Bachelors,13, Never-married,1, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K,12898
37, Self-emp-not-inc,58343, HS-grad,9, Divorced,3, Farming-fishing, Unmarried, White, Male,0,0,56, United-States, <=50K,46969
17, Private,354201, HS-grad,9, Never-married,1, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K,46596
31, Private,119422, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,40, United-States, <=50K,33528
52, Private,363405, HS-grad,9, Separated,5, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K,26811
63, Private,181863, Bachelors,13, Never-married,1, Sales, Not-in-family, White, Male,0,0,27, United-States, <=50K,25559
27, Private,194472, HS-grad,9, Never-married,1, Priv-house-serv, Not-in-family, White, Female,0,0,60, United-States, <=50K,21825
31, Private,247328, 9th,5, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,3137,0,40, Mexico, <=50K,37413
71, Self-emp-not-inc,130731, HS-grad,9, Widowed,7, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K,17507
35, Private,236910, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K,36096
44, Private,378251, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K,44715
36, Private,120760, Masters,14, Married-civ-spouse,2, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K,15549
22, Private,203182, Bachelors,13, Never-married,1, Exec-managerial, Other-relative, White, Female,0,0,20, United-States, <=50K,22736
32, Private,130304, HS-grad,9, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,1485,48, United-States, <=50K,38031
30, Local-gov,352542, Bachelors,13, Divorced,3, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K,47410
60, ?,191024, HS-grad,9, Married-civ-spouse,2, ?, Husband, White, Male,0,0,40, United-States, <=50K,21851
25, Private,197728, Some-college,10, Never-married,1, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K,18777
76, Private,316185, 7th-8th,4, Widowed,7, Protective-serv, Not-in-family, White, Female,0,0,12, United-States, <=50K,19987
41, Private,89226, HS-grad,9, Divorced,3, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,21128
26, Private,292353, 7th-8th,4, Married-civ-spouse,2, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K,30054
45, Private,304570, 12th,8, Married-civ-spouse,2, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K,42626
32, Private,180296, Some-college,10, Divorced,3, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,49910
22, Private,361487, HS-grad,9, Never-married,1, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,14742
39, Private,218490, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,1848,40, United-States, >50K,136730
63, Self-emp-not-inc,231777, Bachelors,13, Never-married,1, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K,10450
23, Private,189832, Assoc-acdm,12, Never-married,1, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K,24345
61, Private,232308, 10th,6, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,36980
31, State-gov,33308, Assoc-voc,11, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,35437
25, Private,333677, 9th,5, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K,20590
33, Private,170651, HS-grad,9, Never-married,1, Other-service, Own-child, White, Female,1055,0,40, United-States, <=50K,41922
39, Private,343403, HS-grad,9, Married-civ-spouse,2, Sales, Wife, White, Female,0,0,36, United-States, <=50K,20374
53, Private,166386, Bachelors,13, Married-civ-spouse,2, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, China, <=50K,31227
26, Federal-gov,48099, Bachelors,13, Never-married,1, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,48391
21, Private,143062, Some-college,10, Never-married,1, Other-service, Own-child, White, Male,0,0,32, United-States, <=50K,45647
18, Private,104704, HS-grad,9, Never-married,1, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K,38654
34, Private,30497, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K,142920
44, State-gov,174325, Masters,14, Married-civ-spouse,2, Prof-specialty, Husband, Black, Male,7688,0,40, United-States, >50K,168380
31, Private,286675, HS-grad,9, Divorced,3, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K,26298
44, Private,59474, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K,132462
42, Private,378384, Prof-school,15, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,1902,60, United-States, >50K,331715
43, Private,245842, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,44, Mexico, <=50K,48662
33, Private,274222, Bachelors,13, Married-civ-spouse,2, Other-service, Husband, Asian-Pac-Islander, Male,7688,0,38, United-States, >50K,52518
21, Private,342575, Some-college,10, Never-married,1, Sales, Own-child, Black, Female,0,0,30, United-States, <=50K,44269
30, Private,206051, HS-grad,9, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K,339820
55, Private,234213, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K,15132
57, Private,145189, Some-college,10, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,11013
37, Private,233490, HS-grad,9, Never-married,1, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K,11287
32, Private,344129, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K,331723
62, Self-emp-not-inc,171315, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K,267198
31, Self-emp-not-inc,181485, Bachelors,13, Never-married,1, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K,151712
51, Private,255412, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,50, France, >50K,157874
37, Private,262409, Masters,14, Divorced,3, Exec-managerial, Unmarried, White, Female,0,213,45, United-States, <=50K,39054
45, Private,199590, 5th-6th,3, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,38, Mexico, <=50K,11436
47, Private,84726, Some-college,10, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,18809
31, ?,226883, HS-grad,9, Divorced,3, ?, Own-child, White, Male,0,0,75, United-States, <=50K,46816
75, Self-emp-not-inc,184335, 11th,7, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K,29469
43, Private,102025, Masters,14, Married-civ-spouse,2, Prof-specialty, Husband, Other, Male,0,0,50, United-States, <=50K,21893
39, Private,183898, Assoc-acdm,12, Married-civ-spouse,2, Craft-repair, Husband, White, Male,7688,0,60, Germany, >50K,194080
30, Private,55291, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,294405
27, Private,150025, 5th-6th,3, Never-married,1, Handlers-cleaners, Other-relative, White, Male,0,0,40, Guatemala, <=50K,10715
44, Private,100584, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K,20117
53, Local-gov,181755, Masters,14, Divorced,3, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K,342165
40, Private,150528, Bachelors,13, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,32173
18, Private,107277, 11th,7, Never-married,1, Sales, Own-child, White, Female,0,0,20, United-States, <=50K,18628
33, Private,247205, Bachelors,13, Married-civ-spouse,2, Protective-serv, Husband, Black, Male,0,0,40, England, <=50K,37911
20, Private,291979, HS-grad,9, Never-married,1, Sales, Own-child, White, Male,0,0,40, United-States, <=50K,22818
38, Private,270985, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K,46981
48, Private,62605, HS-grad,9, Divorced,3, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K,22339
46, Self-emp-not-inc,176863, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,41269
51, Private,53197, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,24241
35, Self-emp-not-inc,267776, HS-grad,9, Never-married,1, Other-service, Other-relative, White, Female,0,0,30, United-States, <=50K,36577
24, Private,308205, 7th-8th,4, Never-married,1, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico, <=50K,35555
30, Private,306383, Some-college,10, Divorced,3, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K,12962
70, Private,35494, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K,34154
26, Private,291968, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K,23718
34, Private,80933, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,1672,40, United-States, <=50K,15094
46, Private,271828, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,316917
70, Private,121993, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Wife, White, Female,0,0,5, United-States, <=50K,27115
37, Local-gov,31023, Some-college,10, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,15543
36, Self-emp-not-inc,36425, Some-college,10, Divorced,3, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K,10937
23, Private,407684, 9th,5, Never-married,1, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico, <=50K,29872
28, Private,241895, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,1628,40, United-States, <=50K,30845
44, Self-emp-not-inc,158555, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,295426
58, Private,140363, HS-grad,9, Divorced,3, Machine-op-inspct, Not-in-family, White, Male,3325,0,30, United-States, <=50K,20281
53, Private,123429, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K,233825
23, Private,40060, Some-college,10, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,46480
26, Private,290286, HS-grad,9, Never-married,1, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K,22266
21, ?,249271, Some-college,10, Married-civ-spouse,2, ?, Husband, White, Male,0,0,40, United-States, <=50K,12481
34, Local-gov,106169, Masters,14, Divorced,3, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K,14054
43, Private,76487, 11th,7, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,28899
22, Private,437994, Some-college,10, Never-married,1, Other-service, Other-relative, Black, Male,0,0,20, United-States, <=50K,44512
41, Private,113555, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7298,0,50, United-States, >50K,388923
36, Private,160120, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K,42821
41, Local-gov,343079, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,0,1740,20, United-States, <=50K,35032
27, Private,406662, HS-grad,9, Never-married,1, Adm-clerical, Not-in-family, White, Male,4416,0,40, United-States, <=50K,26836
42, Self-emp-not-inc,37618, Some-college,10, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K,40608
27, Private,114158, Assoc-voc,11, Never-married,1, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K,13706
41, Private,115562, HS-grad,9, Divorced,3, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K,17769
32, Private,353994, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40, China, >50K,229148
21, Private,344891, Some-college,10, Never-married,1, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K,16961
44, Private,286750, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K,320213
29, Private,194197, Bachelors,13, Never-married,1, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K,18365
19, Self-emp-not-inc,206599, Some-college,10, Never-married,1, Other-service, Own-child, White, Female,0,0,22, United-States, <=50K,45371
21, Local-gov,596776, Some-college,10, Never-married,1, Adm-clerical, Own-child, White, Male,0,0,40, Guatemala, <=50K,28742
46, Private,56841, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,39380
38, Private,112561, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K,300447
43, Private,147110, Some-college,10, Never-married,1, Adm-clerical, Unmarried, White, Male,0,0,48, United-States, >50K,91886
54, Self-emp-inc,175339, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,50, United-States, >50K,77838
38, Private,234901, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K,216221
18, ?,298133, Some-college,10, Never-married,1, ?, Own-child, White, Male,0,0,40, United-States, <=50K,39758
50, Private,217083, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K,247317
30, Private,97757, Assoc-voc,11, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,0,0,36, United-States, >50K,217933
30, Private,151868, 9th,5, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,13600
28, Local-gov,25864, HS-grad,9, Never-married,1, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K,47074
26, Private,109419, Assoc-voc,11, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K,39635
37, Federal-gov,203070, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K,31249
32, Private,107843, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,5178,0,50, United-States, >50K,256081
64, State-gov,264544, Masters,14, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,0,0,5, United-States, >50K,278265
18, Private,148644, HS-grad,9, Never-married,1, Sales, Own-child, White, Female,0,0,28, United-States, <=50K,17601
30, Private,125762, Some-college,10, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,30, United-States, <=50K,34115
36, ?,53606, Assoc-voc,11, Married-civ-spouse,2, ?, Wife, White, Female,3908,0,8, United-States, <=50K,22307
18, Private,193741, 11th,7, Never-married,1, Other-service, Other-relative, Black, Male,0,0,30, United-States, <=50K,10921
27, Private,588905, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,49388
49, Private,115613, 9th,5, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,43599
46, State-gov,222374, HS-grad,9, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,43, United-States, >50K,94506
37, Private,185359, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,18420
